Company Name,Company Link,Location,Booth Number,Description
SwissOptic AG,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105524,"Heerbrugg, Switzerland",1149,
"Sydor Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103718,"Rochester, NY, United States",242,"Sydor Optics is a custom manufacturer of precision windows specializing in double-sided polishing and CNC machining. Custom optical components manufactured with a variety of optical materials and sizes for the UV, VIS and IR spectrums. Interferometry available to measure transmitted wavefront up to 24"" dia. With over 50 double sided machines, Sydor can meet high volume projects as well as one off prototypes. ITAR Registered and ISO 9001:2015 Certified."
Sydor Technologies,https://spie.org/ExhibitorDetail?ExpoID=5028&ExhibitorID=105099,"Fairport, NY, United States",513,
Symage by Geisel Software,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=105347,"Worcester, MA, United States",6733,"Symage is a groundbreaking synthetic data generator, built on Geisel Software’s deep expertise in robotics, AI/ML, and computer vision. Say goodbye to data labeling and endless searches for training data. Symage creates custom, high-fidelity image datasets that are perfectly balanced and labeled with pixel precision to meet the specific needs of your AI models. The end result? Smarter models, faster. All powered by Symage."
Syntec Optics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105147,"Rochester, NY, United States",155,
Syphos,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105772,"Quebec, QC, Canada",5317,"Syphos develops and delivers thin-film lithium niobate (TFLN) photonic integrated circuits for high-performance sensing and quantum systems. Developing with validated building blocks, Syphos helps customers accelerate their product development while lowering risk and cost."
Tamron Americas,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104650,"Commack, NY, United States",4107,
Tark Thermal Solutions,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105499,"Morrisville, NC, United States",5139,"Tark Thermal Solutions designs and manufactures advanced thermoelectric and liquid cooling solutions that improve image sensor resolution, extend the lifespan of industrial lasers, and stabilize the temperature of optoelectronic components used in autonomous systems."
TBD,https://spie.org/ExhibitorDetail?ExpoID=5028&ExhibitorID=104617,"San Diego, CA, United States",610,
TBD,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105594,"FL, United States",2067,
"TDG Holding Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104370,"Haining, ZJ, China",131,"TDG Holding Co., Ltd was founded in 1984 and listed on the shanghai Stock Exchange in 2001. It is the first listed company in china directly controlled by a natural person. After forty years of development, TDG has multiple holding and participating companies, and has now formed four major business segments: electronic materials, electronic modules, green energy and intelligent equipment. Its business covers the upstream and downstream of the electronic information materials industry chain."
TDK-Lambda Americas Inc.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103720,"Neptune, NJ, United States",6315,"TDK-Lambda Americas, Inc. is a leading manufacturer of· AC to DC and DC to DC conversion products· Programmable DC power supplies· Programmable AC Sources· High Voltage Capacitor Charging Power Supplies. And as a result of a recent acquisition;· RF Generators and Matches for semiconductor plasma processes. For more information, please visit https://www.us.lambda.tdk.com."
"tec5USA, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105435,"Plainview, NY, United States",1156,
"Techmer PM, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104179,"Clinton, TN, United States",2235,
"Technica Optical Components, LLC",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103686,"Atlanta, GA, United States",1840,
Technical Manufacturing Corp.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105827,"Peabody, MA, United States",326,
TechniQuip,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105618,"Pleasanton, CA, United States",5531,
"TechnoOptis Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=104028,"Itabashi-ku, Tokyo, Japan",6416,
TechnoTeam Vision USA,https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=104490,"Orlando, FL, United States",6417,
"Technotrans America, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105053,"Mount Prospect, IL, United States",4544,"As an established partner of the laser industry, technotrans presents a broad portfolio for demanding thermal management. Whether for high-precision laser processes, compact systems for OEM applications, or temperature-sensitive cleanroom applications – technotrans offers customized cooling solutions with maximum efficiency and sustainability. With state-of-the-art sensors, smart control technology, and digital connectivity, we are shaping the thermal management of tomorrow."
Tecnisco Ltd.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105465,"Shinagawa-ku Tokyo, Tokyo, Japan",3591,
Tecnottica Consonni S.r.l.,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104597,"Calco, Italy",3424,"Tecnottica Consonni is an optical manufacturing company established in 1957 with headquarters in Calco - Italy. We are specialized in the manufacturing of optical components in glass (lenses, achromats, prisms, flats, filters, mirrors, light guides), injection molding of optical plastics and in the engineering, manufacturing and opto-mechanical assembling of complete optical systems for imaging and illumination devices. Tecnottica Consonni is the leading company of the Italian optical market."
"Tecport Optics, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103966,"Orlando, FL, United States",2029,
TEEM PHOTONICS,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105684,"Meylan, France",5029,"Teem Photonics offers high performance sub-ns lasers in 2000, 1064, 532, 355, 266, 213 nm, LWIR OPOs as well as Photonic PICs with 5-week turn-around time. Its products are used by OEM and Laboratories for their unique combination of long lifetime, high dependability, and cost effectiveness."
Tekscend Photomask US Inc.,https://spie.org/ExhibitorDetail?ExpoID=5024&ExhibitorID=103794,"Round Rock, TX, United States",6618,
TelAztec LLC,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105598,"Burlington, MA, United States",5611,"TelAztec RANDOM (RAR) and MOTHEYE type Anti-Reflection Nano-textured optics eliminates the need for traditional dielectric thin-film coatings and replaces with a sub-wavelength scale surface texture etched directly into the bulk optic. The contamination resistant, broadband AR nano-texture provides ultra-low reflection loss with zero added absorption, no surface heating, no thermal lensing resulting in breakthrough damage resistance (pulsed >60J/cm2; CW >15MW/cm2)."
Teledyne Imaging,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104099,"Waterloo, ON, Canada",427,
Teledyne Photometrics,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104011,"Tucson, AZ, United States",8666,
Teledyne Signal Processing Devices Sweden AB,https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103911,"Linköping, Sweden",8666,"Teledyne SP Devices designs, develops, and manufactures world-leading modular data acquisition and signal generation instruments. As a part of the Teledyne family with over 15 500 employees worldwide, we have access to some of the industry's most knowledgeable experts, research and development capabilities, and manufacturing facilities worldwide."
TEM Messtechnik GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105749,"Hannover, Germany",4205,
temicon GmbH,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104621,"Dortmund, Germany",5036,"temicon GmbH is series producer of nano and micro structured films for innovative displays, LED, Solar or Optics applications. The company covers the whole process chain from lithography and electroforming to replication with R2R and R2P nano imprint processes."
"Tempotec Optics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105136,"Fuzhou, FJ, China",5510,
Thales LAS France SAS,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104303,"Élancourt, France",3430,
"The Institute of Optics, Univ. of Rochester",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104020,"Rochester, NY, United States",245,
"The Institute of Optics, Univ. of Rochester",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=104022,"Rochester, NY, United States",8669,
"The Optronics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105438,"Shinjuku-ku, Tokyo, Japan",3292,
The Photonics Group,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104539,"West Chester, OH, United States",2370,"Since 1980, we’ve provided consulting and contract engineering services in photonics, including R&D, integration, applications, auditing, training, risk engineering and compliance. As the North American distributor of LaserSafe PC, we’ll demonstrate its capabilities at our booth and offer special pricing on licenses and accept limited consulting engagements exclusively for visitors. Come see us to discover how we can support your photonics projects and safety needs."
Theia Technologies,https://spie.org/ExhibitorDetail?ExpoID=5023&ExhibitorID=104327,"Wilsonville, OR, United States",6704,"Theia Technologies delivers precision optics to meet the exacting requirements of machine vision, ITS, and other industrial imaging applications. Theia’s patented Linear Optical Technology® lenses provide ultra-wide fields of view, correcting barrel distortion optically without using software. Theia’s compact, multi-megapixel telephoto lenses provide high image detail in visible and NIR light. Theia’s calibrated motorized varifocal lenses allow the user to optimize the imaging system remotely."
"ThermoTek, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104988,"Flower Mound, TX, United States",2330,"ThermoTek manufactures the highest in performance and reliability thermoelectric chillers in the smallest packages. Our T257P and 3U 19"" series Rack-Mount chillers offer cooling from 210W to up to 700 watts and are used throughout the semiconductor, laser, industrial and medical industries. Our 19"" rack chillers are only 3U tall (5.25""), provide 0.1°C temp stability & are quiet and vibration free. The T257P chiller is smaller & lighter than the T255P and has higher pump performance & features."
"Thorlabs, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5027&ExhibitorID=103882,"Newton, NJ, United States",8419,
"Thorlabs, Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103976,"Newton, NJ, United States",627,
Tian Optics,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103721,"Tianjin, Tianjin, China",4100,
"Tianjin Hongruida Technology Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105458,"Tianjin, Tianjin, China",4942,
"Tianjin Janhoo Optoelectronics Co., Ltd.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=105673,"Tianjin, TJ, China",2464,"Tianjin Janhoo Optoelectronics Co., Ltd. (www.soaamplifier.com) is a high-tech enterprise focusing on the R&D and production of semiconductor optical amplifiers (SOAs) in China. Launched a variety of SOA products (850nm, 1060nm, 1270nm, 1310nm, 1550nm, and 1625nm) as well as reflective semiconductor optical amplifier (RSOA) gain chip products (850nm, 1060nm, 1310nm, 1550nm). Also provides external services for the testing, packaging, and processing of various optoelectronic devices."
"Tibidabo Scientific Industries (USA), Inc.",https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=103772,"Madison, CT, United States",1466,
TLC International World Headquarters,https://spie.org/ExhibitorDetail?ExpoID=5022&ExhibitorID=104443,"Phoenix, AZ, United States",4842,"TLC International is a proud US manufacturer of High-Precision Glass Cutting/Fabrication Equipment. Targeted industries include but are not limited to technical/specialty display, optical coated glass and other flat glass related industries. In addition to the glass scribing machine, TLC also provides R&D Lab for start-up companies, universities, etc; 24/7 technical support & on-site Service & Training and consumable tooling (wheels, axles, wheelholders...) parts."
