Booth Number(s),Company Name,Link to Company,Description,Website link,Company Contact Information
4119,Vexlum,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102961"")","VEXLUM, located in Tampere Finland, is the leading provider of single-frequency VECSELs (vertical-external-cavity surface-emitting lasers, also known as optically pumped semiconductor lasers, OPSLs) for applications in Atomic, Molecular, and Optical (AMO) physics, such as Quantum Computing and Optical Atomic Clocks. Vexlum has recently launched VXL™ VECSEL platform with a compact industrial form factor to enable field deployment and OEM applications.","=HYPERLINK(""http://www.vexlum.com"")",Vexlum  Kauhakorvenkatu 53 B  Tampere  Finland  33710
3657,ViALUX GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101682"")","ViALUX develops, produces, and distributes electro-optical components and optical measurement systems for 3D-shape and deformation analysis. As a Design House Partner for the Texas Instruments DLP® product line, ViALUX has been supporting new emerging DLP technology applications since more than 20 years. Our DLP subsystems enable customers to get full-scale access to the outstanding DLP technology performance and to step easily into the digital micro mirror technology.","=HYPERLINK(""http://www.vialux.de"")",ViALUX GmbH  Am Erlenwald 10  Chemnitz  Germany  09128
1861,Viavi Solutions Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101963"")",No Description Found,"=HYPERLINK(""http://www.viavisolutions.com/en-us/osp"")","Viavi Solutions Inc  1402 Mariner Way  Santa Rosa, CA  United States  95407-7370"
5215,"Videology Industrial-Grade Cameras, an inTEST Co.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101425"")",No Description Found,"=HYPERLINK(""http://www.videologyinc.com"")","Videology Industrial-Grade Cameras an inTEST Co  35 Hampden Rd  Mansfield, MA  United States  02048-1807"
1318,"ViewNyx Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102522"")","ViewNyx is a specialized optics company that mass produces high-quality infrared optical lenses (diffractive-aspheric, bi-aspheric, etc.) based on the originally developed vacuum molding techniques. Currently we are supplying the market with the development and production of infrared lenses for thermal imaging cameras used in various industrial fields such as automobile night vision, electronics, and other industrial uses.","=HYPERLINK(""http://viewnyx-en.com"")","ViewNyx Co., Ltd.  61-3, Cheomdan Venture So-Ro 37 Bon gil, Buk-gu  Gwangju  Korea, Republic of  61003"
661,"Vieworks Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101616"")","Vieworks has advanced in the industrial imaging industry with its successful integration of nano-stage pixel shifting and TEC technologies. Based on the accumulated experience, Vieworks has secured its position as a specialized supplier in imaging solutions for the global market. From VGA to 604 megapixel area scan, and from 2k to 23k TDI line scan, Vieworks cameras deliver unique and unparalleled performance in the most demanding applications.","=HYPERLINK(""http://vision.vieworks.com"")","Vieworks Co., Ltd.  41-3, Burim-ro 170beon-gil  Anyang-si  Korea, Republic of  14055"
1961,VIGO Photonics S.A.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101993"")","VIGO Photonics is a European manufacturer of semiconducting materials and instruments for photonic and microelectronic, specialized in MWIR and LWIR detectors and modules, produced with the use of internally-developed technology. The mission of VIGO Photonics is to provide fast and convenient, easy to use IR detectors at any wavelength from 2 to 16 µm, reaching fundamental BLIP limits without cryocooling. Modules are available with different spectral response ranges, time response characterist","=HYPERLINK(""http://www.vigophotonics.com"")",VIGO Photonics S.A.  ul. Poznańska 129/133  Ożarów Mazowiecki  Poland  05-850
229,Vincent Associates,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101603"")","For over 55 years Vincent Associates has been designing and manufacturing precision shutter systems for use in laser safety, microscopy, biomedical research, camera systems, industrial, astronomy and defense applications. Our UNIBLITZ products are known for their reliability and long lifetimes. Reach out today to learn how we can support your next project with innovative solutions tailored to your needs.","=HYPERLINK(""http://www.uniblitz.com"")","Vincent Associates  803 Linden Ave  Rochester, NY  United States  14625-2709"
4229,Violumas,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101843"")",No Description Found,"=HYPERLINK(""http://www.violumas.com"")","Violumas  1001 Fulton Pl  Fremont, CA  United States  94539-7008"
5240,Vishay Specialty Thin-Film,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101674"")","The Vishay Specialty Thin Film (VSTF) division of Vishay Intertechnology, Inc. combines the expertise of Vishay Applied Thin-Film Products, Vishay Electro-Films and Vishay UltraSource. ATP, EFI & UltraSource are all industry leaders in thin film products for high frequency applications in commercial, medical, and defense applications. For more information please visit www.vishay.com/company/brands/ and click on the interested location.","=HYPERLINK(""http://vishay.com"")","Vishay Specialty Thin-Film  1122 23rd St  Columbus, NE  United States  68601-3647"
3666,Vision Components GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102230"")","Vision Components is a leading international manufacturer of embedded vision systems with over 25 years of experience. The product range extends from versatile MIPI/GMSL2 camera modules to freely programmable board cameras with ARM/Linux and OEM systems for 2D and 3D image processing. The company was founded in 1996 by Michael Engel, inventor of the first industrial-grade intelligent camera. VC operates worldwide, with sales offices in the USA and Japan and local partners in over 25 countries.","=HYPERLINK(""http://www.vision-components.com"")",Vision Components GmbH  Ottostr. 2  Ettlingen  Germany  76275
2468,"Vision Systems Technology, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103250"")",No Description Found,"=HYPERLINK(""http://www.visionsystech.com"")","Vision Systems Technology LLC  12396 World Trade Dr Ste 205  San Diego, CA  United States  92128-3788"
456,"Vital Optics Technology Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101730"")","Vital Optics Technology (VOT) was formerly known as IR & Laser Business Unit of Vital Materials, which is a global materials technology and equipment group established in 1995. Vital Materials has vertically integrated industrial and commercial operations located in North and South America (Head Office in US), Europe (Head Office in Belgium), and Asia (Head Office in China) with over 10,000 employees worldwide.","=HYPERLINK(""http://en.vitalchem.com/business-unit/infrared-laser-detector"")","Vital Optics Technology Co., Ltd.  280 Shuman Blvd Ste 145  Naperville, IL  United States  60563-2500"
5617,"VitroCom, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102818"")",No Description Found,"=HYPERLINK(""http://www.vitrocom.com"")","VitroCom Inc  8 Morris Ave  Mountain Lakes, NJ  United States  07046-0125"
4205,Vitrum Technologies GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103282"")",No Description Found,"=HYPERLINK(""http://www.vitrum-technologies.com"")",Vitrum Technologies GmbH  Steinbachstr. 17  Aachen  Germany  52074
4101,VON ARDENNE GmbH,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103394"")","With the OPTA X platform, VON ARDENNE offers an industrial coating solution for sophisticated optical filters, dielectric mirrors and metallic alternating layer systems of the highest precision on a wide range of substrate sizes and geometries with coating width of up to 300 mm. The advanced process technology of the OPTA X enables extremely precise coating thicknesses to be achieved, typically with less than plus/minus 0.25 % deviation.","=HYPERLINK(""http://www.vonardenne.com"")",VON ARDENNE GmbH  Am Hahnweg 8  Dresden  Germany  01328
3357,VORTRAN Laser Technology,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101936"")",No Description Found,"=HYPERLINK(""http://www.vortranlaser.com"")","VORTRAN Laser Technology  PO Box 812  Lincoln, CA  United States  95648-0812"
5201,VPIphotonics Inc.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101955"")","VPIphotonics™ sets the industry standard for end-to-end photonic design automation comprising design, analysis and optimization of components, systems and networks. We provide professional simulation software supporting requirements of active/passive integrated photonics and fiber optics applications, optical transmission system and network applications, as well as cost-optimized equipment configuration.","=HYPERLINK(""http://www.vpiphotonics.com/index.php"")","VPIphotonics Inc.  250 E Main St Ste 3700  Rochester, NY  United States  14604-2139"
1166,"VST America, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101867"")","VST America Inc. offers a full line of high quality Machine Vision lenses including Fixed Focal Length, Macro, Telecentric, Zoom, Line Scan, Microscope units, and custom units. Used with optical filters and mirrors, or VST’s own MV lighting, the VST lenses are adaptable to any Machine Vision settings, and offer excellent cost-performance.","=HYPERLINK(""http://www.vstamerica.com"")","VST America, Inc.  85 W Algonquin Rd Ste 215  Arlington Heights, IL  United States  60005-4422"
5212,VTEC Lasers & Sensors,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103563"")",No Description Found,"=HYPERLINK(""http://www.vtec-ls.nl"")",VTEC Lasers  Torenallee 20  Eindhoven  Netherlands  5617 BC
4119,VTT Technical Research Ctr. of Finland Ltd.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102963"")",No Description Found,"=HYPERLINK(""http://www.vttresearch.com/en"")",VTT Technical Research Ctr of Finland Ltd  PO Box 1000  Espoo  Finland  02044
1316,"VY Optoelectronics Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=103151"")","VY Optoelectronics Co., Ltd. specializes producing a wide range of optical elements and photographic lenses and accessories. Through years of dedicated effort and innovative practices, we have established ourselves as an integrated optical company, encompassing lens design, production, assembly, and sales.Our company boasts strong production capabilities, equipped with state-of-the-art production lines and a team of skilled workers.Our experienced staff can produce a diverse array of lenses.","=HYPERLINK(""http://www.vyoptics.com"")","VY Optoelectronics Co., Ltd.  705 Wuzhong International, Lvyuan District  Changchun, JL  China  130052"
2533,Wacom Corp.,"=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102653"")","Supplier of optical coating materials made by Canon Optron. Specializing in high quality fluorides, oxides and I.T.O. Offering specialty chemicals for hyrdophobic, oleophobic and scratch resistant applications. Providing functional films with anti-static and hydrophilic properties. Canon Optron also makes degassed pellet and granule materials that suppress emission gases that adversely affect the strength and durability of thin films. Your choice for top-quality evaporation materials.","=HYPERLINK(""http://www.m-watanabe.co.jp/en"")","Wacom Corp.  146 Red Schoolhouse Rd  Spring Valley, NY  United States  10977-7050"
5530,"WaferChina Co., Ltd.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=102386"")","Established in Nov. 2017, WaferChina is a pure epi-foundry. More than 50 years incorporates international production experience in MOCVD process engineering and professional etiquette to produce high-quality epitaxial wafers designed for your needs. WaferChina focuses on production of GaAs/InP Laser Device and Explorer Epitaxial Wafers.","=HYPERLINK(""http://www.waferchina.com"")","WaferChina Co., Ltd.  Room B-104, Block B, No.15 Shanglinyuan 1st Road  Xi'an, SN  China  710199"
2337,"Walk Laser Optics, LLC","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101740"")",No Description Found,"=HYPERLINK(""http://www.walklaser.com"")","Walk Laser Optics, LLC  3rd Fl  253 W 51st St  New York, NY  United States  10019-7593"
3341,"Wasatch Photonics, Inc.","=HYPERLINK(""https://spie.org/ExhibitorDetail?ExpoID=5008&ExhibitorID=101287"")","Wasatch Photonics provides high-performance gratings, spectrometers, and systems that maximize sensitivity, speed & reproducibility for research and OEM applications. Our proprietary VPH transmission gratings lead the market in pulse compression with up to 98% efficiency. They are also at the heart of our own ultra-sensitive portable Raman spectrometers & systems, with highly configurable models from 248-1064 nm. Our OCT gratings & spectrometers offer the highest clarity and speed. Let's talk!","=HYPERLINK(""http://wasatchphotonics.com"")","Wasatch Photonics, Inc.  1305 N 1000 W Ste 120  Logan, UT  United States  84321-6802"
